category,company_name,product_name,crawl_date,가격요소주계약기준_계약체결비용지수_계약체결비용지수_남자,가격요소주계약기준_계약체결비용지수_계약체결비용지수_여자,가격요소주계약기준_금리부가방식_및_적용금리_금리연동형_자산연계형_최저보증이율,가격요소주계약기준_금리부가방식_및_적용금리_금리연동형_자산연계형_현재공시이율,가격요소주계약기준_금리부가방식_및_적용금리_금리확정형_확정이율,가격요소주계약기준_보장범위지수_보장범위지수_암입원,가격요소주계약기준_보장범위지수_보장범위지수_암진단,가격요소주계약기준_보험가격지수_보험가격지수_남자,가격요소주계약기준_보험가격지수_보험가격지수_여자,가격요소주계약기준_부가보험료지수_부가보험료지수_남자,가격요소주계약기준_부가보험료지수_부가보험료지수_여자,보장내용_및_보험료_구분_구분_구분,보장내용_및_보험료_급부명칭_급부명칭_급부명칭,보장내용_및_보험료_보험료_보험료_가입금액,보장내용_및_보험료_보험료_보험료_남자,보장내용_및_보험료_보험료_보험료_여자,보장내용_및_보험료_지급금액_지급금액_지급금액,보장내용_및_보험료_지급사유_지급사유_지급사유,보험회사명_보험회사명_보험회사명_보험회사명,상품명_상품명_상품명_상품명,상품운용_대표번호_대표번호_대표번호,상품운용_특이사항_특이사항_특이사항,상품운용_판매일자_판매일자_판매일자,상품운용_판매채널_판매채널_판매채널,상품특징_갱신주기_갱신주기_갱신주기,상품특징_상품특징_상품특징_상품특징,상품특징_유니버셜_유니버셜_유니버셜,상품특징_최저보증사항_최저사망보험_부과방식_최저사망보험_부과방식,상품특징_최저보증사항_최저사망보험금_최저사망보험금,상품특징_최저보증사항_최저해약보험_부과방식_최저해약보험_부과방식,상품특징_최저보증사항_최저해약보험금_최저해약보험금,상품특징_해약환급금_해약환급금_해약환급금
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(기본형)(표준형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,92.2 %,90.9 %,-,-,주계약,사망보험금,100만원,1530  원,"1,000  원",100만원,피보험자가 보험기간 중 사망하였을 때,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(기본형)(표준형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 기본형 표준형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 기본형 표준형, 40세, 20년납, 90세만기 - 선택특약 : 표준형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,순수보장
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(기본형)(표준형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,92.2 %,90.9 %,-,-,특약,(무)경도치매보장특약Ⅱ(표준형),"1,000만원",19710  원,"15,790  원","1,000만원","“치매보장개시일” 이후에 “경도이상 치매상태”로 진단 확정되었을 경우(다만, 최초 1회에 한함)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(기본형)(표준형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 기본형 표준형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 기본형 표준형, 40세, 20년납, 90세만기 - 선택특약 : 표준형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,순수보장
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(기본형)(표준형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,92.2 %,90.9 %,-,-,특약,(무)중증치매보장특약Ⅱ(표준형),"1,000만원",6450  원,"6,170  원","1,000만원","“치매보장개시일” 이후에 “중증이상 치매상태”로 진단 확정되었을 경우(다만, 최초 1회에 한함)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(기본형)(표준형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 기본형 표준형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 기본형 표준형, 40세, 20년납, 90세만기 - 선택특약 : 표준형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,순수보장
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(기본형)(표준형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,92.2 %,90.9 %,-,-,특약,(무)장기요양(1~5등급) 재가급여특약Ⅱ(표준형),10만원,5612  원,"7,323  원",10만원(이용 1회당),"장기요양상태보장개시일 이후 피보험자가 최초로 “장기요양상태(1~5등급)”로 판정 후 재가급여 이용시(다만, “판정후 보험월” 기준 월1회, “장기요양등급 판정일”로부터 보험기간까지 지급)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(기본형)(표준형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 기본형 표준형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 기본형 표준형, 40세, 20년납, 90세만기 - 선택특약 : 표준형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,순수보장
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(기본형)(표준형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,92.2 %,90.9 %,-,-,특약,(무)장기요양(1~2등급) 시설입소특약Ⅱ(표준형),10만원,641  원,"1,264  원",10만원(이용 1회당),"장기요양상태보장개시일 이후 피보험자가 최초로 “장기요양상태(1~2등급)”로 판정 후 시설입소급여 이용시(다만, “판정후 보험월” 기준 월1회, “장기요양등급 판정일”로부터 최대 종신 지급)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(기본형)(표준형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 기본형 표준형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 기본형 표준형, 40세, 20년납, 90세만기 - 선택특약 : 표준형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,순수보장
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 미지급형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,106.2 %,106.5 %,-,-,주계약,사망보험금,100만원,1240  원,810  원,100만원,피보험자가 보험기간 중 사망하였을 때,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 미지급형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 해약환급금 미지급형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 해약환급금 미지급형, 40세, 20년납, 90세만기 - 선택특약 : 해약환급금 미지급형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,무해지/저해지환급
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 미지급형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,106.2 %,106.5 %,-,-,특약,(무)경도치매보장특약Ⅰ(해약환급금 미지급형),"1,000만원",10560  원,"10,400  원","1,000만원","“치매보장개시일” 이후에 “경도이상 치매상태”로 진단 확정되었을 경우(다만, 최초 1회에 한함)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 미지급형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 해약환급금 미지급형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 해약환급금 미지급형, 40세, 20년납, 90세만기 - 선택특약 : 해약환급금 미지급형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,무해지/저해지환급
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 미지급형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,106.2 %,106.5 %,-,-,특약,(무)중증치매보장특약Ⅰ(해약환급금 미지급형),"1,000만원",3060  원,"3,800  원","1,000만원","“치매보장개시일” 이후에 “중증이상 치매상태”로 진단 확정되었을 경우(다만, 최초 1회에 한함)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 미지급형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 해약환급금 미지급형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 해약환급금 미지급형, 40세, 20년납, 90세만기 - 선택특약 : 해약환급금 미지급형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,무해지/저해지환급
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 미지급형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,106.2 %,106.5 %,-,-,특약,(무)장기요양(1~5등급) 재가급여특약Ⅰ(해약환급금 미지급형),10만원,3449  원,"5,198  원",10만원(이용 1회당),"장기요양상태보장개시일 이후 피보험자가 최초로 “장기요양상태(1~5등급)”로 판정 후 재가급여 이용시(다만, “판정후 보험월” 기준 월1회, “장기요양등급 판정일”로부터 보험기간까지 지급)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 미지급형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 해약환급금 미지급형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 해약환급금 미지급형, 40세, 20년납, 90세만기 - 선택특약 : 해약환급금 미지급형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,무해지/저해지환급
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 미지급형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,106.2 %,106.5 %,-,-,특약,(무)장기요양(1~2등급) 시설입소특약Ⅰ(해약환급금 미지급형),10만원,353  원,804  원,10만원(이용 1회당),"장기요양상태보장개시일 이후 피보험자가 최초로 “장기요양상태(1~2등급)”로 판정 후 시설입소급여 이용시(다만, “판정후 보험월” 기준 월1회, “장기요양등급 판정일”로부터 최대 종신 지급)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 미지급형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 해약환급금 미지급형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 해약환급금 미지급형, 40세, 20년납, 90세만기 - 선택특약 : 해약환급금 미지급형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,무해지/저해지환급
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 일부지급형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,102.3 %,101.9 %,-,-,주계약,사망보험금,100만원,1430  원,940  원,100만원,피보험자가 보험기간 중 사망하였을 때,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 일부지급형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 해약환급금 일부지급형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 해약환급금 일부지급형, 40세, 20년납, 90세만기 - 선택특약 : 해약환급금 일부지급형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,무해지/저해지환급
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 일부지급형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,102.3 %,101.9 %,-,-,특약,(무)경도치매보장특약Ⅰ(해약환급금 일부지급형),"1,000만원",12440  원,"12,170  원","1,000만원","“치매보장개시일” 이후에 “경도이상 치매상태”로 진단 확정되었을 경우(다만, 최초 1회에 한함)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 일부지급형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 해약환급금 일부지급형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 해약환급금 일부지급형, 40세, 20년납, 90세만기 - 선택특약 : 해약환급금 일부지급형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,무해지/저해지환급
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 일부지급형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,102.3 %,101.9 %,-,-,특약,(무)중증치매보장특약Ⅰ(해약환급금 일부지급형),"1,000만원",3650  원,"4,510  원","1,000만원","“치매보장개시일” 이후에 “중증이상 치매상태”로 진단 확정되었을 경우(다만, 최초 1회에 한함)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 일부지급형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 해약환급금 일부지급형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 해약환급금 일부지급형, 40세, 20년납, 90세만기 - 선택특약 : 해약환급금 일부지급형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,무해지/저해지환급
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 일부지급형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,102.3 %,101.9 %,-,-,특약,(무)장기요양(1~5등급) 재가급여특약Ⅰ(해약환급금 일부지급형),10만원,3996  원,"6,036  원",10만원(이용 1회당),"장기요양상태보장개시일 이후 피보험자가 최초로 “장기요양상태(1~5등급)”로 판정 후 재가급여 이용시(다만, “판정후 보험월” 기준 월1회, “장기요양등급 판정일”로부터 보험기간까지 지급)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 일부지급형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 해약환급금 일부지급형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 해약환급금 일부지급형, 40세, 20년납, 90세만기 - 선택특약 : 해약환급금 일부지급형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,무해지/저해지환급
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 일부지급형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,102.3 %,101.9 %,-,-,특약,(무)장기요양(1~2등급) 시설입소특약Ⅰ(해약환급금 일부지급형),10만원,413  원,949  원,10만원(이용 1회당),"장기요양상태보장개시일 이후 피보험자가 최초로 “장기요양상태(1~2등급)”로 판정 후 시설입소급여 이용시(다만, “판정후 보험월” 기준 월1회, “장기요양등급 판정일”로부터 최대 종신 지급)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(해약환급금 일부지급형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 해약환급금 일부지급형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 해약환급금 일부지급형, 40세, 20년납, 90세만기 - 선택특약 : 해약환급금 일부지급형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,무해지/저해지환급
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(표준형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,92.2 %,90.9 %,-,-,주계약,사망보험금,100만원,1530  원,"1,000  원",100만원,피보험자가 보험기간 중 사망하였을 때,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(표준형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 표준형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 표준형, 40세, 20년납, 90세만기 - 선택특약 : 표준형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,순수보장
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(표준형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,92.2 %,90.9 %,-,-,특약,(무)경도치매보장특약Ⅰ(표준형),"1,000만원",13530  원,"13,220  원","1,000만원","“치매보장개시일” 이후에 “경도이상 치매상태”로 진단 확정되었을 경우(다만, 최초 1회에 한함)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(표준형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 표준형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 표준형, 40세, 20년납, 90세만기 - 선택특약 : 표준형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,순수보장
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(표준형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,92.2 %,90.9 %,-,-,특약,(무)중증치매보장특약Ⅰ(표준형),"1,000만원",3970  원,"4,910  원","1,000만원","“치매보장개시일” 이후에 “중증이상 치매상태”로 진단 확정되었을 경우(다만, 최초 1회에 한함)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(표준형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 표준형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 표준형, 40세, 20년납, 90세만기 - 선택특약 : 표준형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,순수보장
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(표준형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,92.2 %,90.9 %,-,-,특약,(무)장기요양(1~5등급) 재가급여특약Ⅰ(표준형),10만원,4345  원,"6,565  원",10만원(이용 1회당),"장기요양상태보장개시일 이후 피보험자가 최초로 “장기요양상태(1~5등급)”로 판정 후 재가급여 이용시(다만, “판정후 보험월” 기준 월1회, “장기요양등급 판정일”로부터 보험기간까지 지급)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(표준형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 표준형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 표준형, 40세, 20년납, 90세만기 - 선택특약 : 표준형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,순수보장
정기보험,DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(표준형),2025-09-25 16:50:26,-,-,-,-,3.00 %,,,92.2 %,90.9 %,-,-,특약,(무)장기요양(1~2등급) 시설입소특약Ⅰ(표준형),10만원,449  원,"1,032  원",10만원(이용 1회당),"장기요양상태보장개시일 이후 피보험자가 최초로 “장기요양상태(1~2등급)”로 판정 후 시설입소급여 이용시(다만, “판정후 보험월” 기준 월1회, “장기요양등급 판정일”로부터 최대 종신 지급)",DB생명,(무)백년친구 당신곁에 치매간병보험(2504)(실속형)(표준형),1588-3131,"1. 상품형태 : 표준형, 해약환급금 일부지급형, 해약환급금 미지급형 2. 보험기간 : 85세, 90세, 95세, 100세만기 3. 납입기간 : 10, 15, 20, 25, 30년납 4. 가입연령 : 20세 ~ 최고 75세(납입기간별 상이) 5. 보험가격지수 예시기준 : 실속형 표준형, 40세, 20년납, 90세만기 6. 보험료 예시기준 - 주계약 : 실속형 표준형, 40세, 20년납, 90세만기 - 선택특약 : 표준형, 40세, 20년납, 90세만기 ※기타 자세한 사항은 상품요약서 참조",2025-09-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,순수보장
정기보험,DB생명,"(무) 간편한(355) 건강100 내가고른 통합보험(2505)(2종:일반형,표준형)",2025-09-25 16:50:26,-,-,-,-,3.00 %,,,75.5 %,72.9 %,-,-,주계약,사망보험금,100만원 원,2100  원,"1,770  원",100만원,사망시,DB생명,"(무) 간편한(355) 건강100 내가고른 통합보험(2505)(2종:일반형,표준형)",1588-3131,"1. 상품형태: 2종(일반형), 표준형 2. 보험기간: 100세만기 3. 납입주기: 월납 4. 가입연령: 15세 ~ 최고 85세 (납입기간별 상이) 5. 보험가격지수 예시기준: 2종(일반형), 표준형, 20년납, 가입금액 10,000만원 6. 보험료 예시기준 - 주계약: 2종(일반형), 표준형, 100세만기, 40세, 20년납, 가입금액 100만원 - 선택특약: (무) 간편 4대질병 보장특약Ⅰ(E)의 경우 2종(100세만기형), 표준형, 100세만기, 40세, 20년납, 가입금액 100만원  (무) 간편 장기요양(1~2등급) 보장특약Ⅰ(E)의 경우 2종(일반형), 표준형, 100세만기, 40세, 20년납, 가입금액 1,000만원  (무) 간편 암(유사암제외)진단특약Ⅰ(E)의 경우 2종(일반형), 표준형, 100세만기, 40세, 20년납, 가입금액 1,000만원  (무) 간편 상급종합병원 입원특약Ⅰ(E)의 경우 2종(일반형), 표준형, 100세만기, 40세, 20년납, 가입금액 10만원 ※기타 자세한 사항은 상품요약서 참조",2025-08-01,대면채널  TM,비갱신형,기본형,비유니버셜,-,-,-,-,순수보장
